Study_ID,physical,mental,money,education,career,social,spiritual,family,societal,other,t1commit,t1confident,t1effort,t1selfcontrol,t2status,t2commit,t2confident,t2effort,t2selfcontrol,t3status,t3commit,t3confident,t3effort,t3selfcontrol,t4status,t2lastworked,t2progress,t2conflict,t2forget,t2money,t2motivation,t2othersfail,t2othersknow,t2othersrely,t2time,t2unpleasant,t3lastworked,t3progress,t3conflict,t3forget,t3money,t3motivation,t3othersfail,t3othersknow,t3othersrely,t3time,t3unpleasant,t4progress,objcode,t4achieve,t4success,t4thoughtquit,t4recesses,t4feltfail,measure,apps,resolution,NumRes,inhib,init,cont,selfcontrol,gritty,disengagement,consc,impulse,selfesteem,t2break,t2active,t2notstarted,t2letgo,t3break,t3active,t3notstarted,t3letgo,t3completed,t4break,t4active,t4notstarted,t4letgo,t4completed
40,0,1,1,0,0,1,0,0,0,0,5,5,4,5,Active resolution,5,5,5,5,Achieved and maintaining,5,5,5,5,Achieved and maintaining,1,20,3,1,1,2,4,5,3,2,2,2,59,1,1,1,2,5,5,1,3,2,73,2,4,4,1,2,2,5,1,1,1,3.1428571429,3.2857142857,3.8333333333,3.4,2.9166666667,3.0833333333,4,8,11,0,1,0,0,0,0,0,0,1,0,0,0,0,1
41,1,1,0,0,0,1,0,0,0,0,5,3,5,5,Active resolution,5,5,5,5,Active resolution,5,5,5,5,Achieved and maintaining,2,15,1,1,1,2,1,1,1,3,3,1,19,1,1,1,4,1,1,1,3,3,53,2,5,5,1,1,4,5,1,1,1,2.8571428571,2,3,2.6,2.8333333333,3.1666666667,2.6666666667,7,24,0,1,0,0,0,1,0,0,0,0,0,0,0,1
42,1,0,1,0,0,0,0,0,0,0,4,4,4,3,Have not started working but plan to,3,2,1,3,,,,,,,7,3,1,1,1,4,1,1,1,1,4,,,,,,,,,,,,,2,,,,,,,3,1,2,4.2857142857,4,4,4.1,4.5833333333,3.8333333333,4.5555555556,12,35,0,0,1,0,,,,,,,,,,
42,1,0,1,0,0,0,0,0,0,0,3,3,3,4,Have not started working but plan to,2,2,2,3,,,,,,,4,10,1,2,1,3,1,1,1,1,2,,,,,,,,,,,,,2,,,,,,,2,2,2,4.2857142857,4,4,4.1,4.5833333333,3.8333333333,4.5555555556,12,35,0,0,1,0,,,,,,,,,,
43,1,0,1,0,0,0,0,0,0,0,4,5,5,5,,,,,,Not currently working but plan to,3,4,1,5,,,,,,,,,,,,,7,25,1,4,1,5,5,1,1,5,5,,3,,,,,,,,1,1,3.2857142857,3,3.8333333333,3.35,2.8333333333,3.5,3.5555555556,11,40,,,,,1,0,0,0,0,,,,,
44,1,0,0,0,0,0,0,0,0,0,4,4,2,5,Not currently working but plan to,4,3,2,5,Active resolution,5,3,3,5,Active resolution,6,25,1,3,1,4,2,2,1,1,5,1,28,1,3,1,5,1,2,1,1,5,62,3,4,4,1,5,5,5,2,1,5,3.4285714286,4.7142857143,4.1666666667,4.1,4.0833333333,1.1666666667,4.8888888889,12,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0
44,0,1,0,0,0,0,0,0,0,0,5,5,5,2,Active resolution,5,5,5,2,Achieved and maintaining,5,5,3,1,Not currently working but plan to,7,100,1,1,2,1,5,5,1,3,1,7,81,1,3,3,2,4,4,1,2,2,51,3,3,3,1,5,2,5,2,2,5,3.4285714286,4.7142857143,4.1666666667,4.1,4.0833333333,1.1666666667,4.8888888889,12,11,0,1,0,0,0,0,0,0,1,1,0,0,0,0
44,0,0,0,0,1,0,0,0,0,0,4,3,3,4,Active resolution,5,3,5,4,Active resolution,2,1,2,3,Not currently working but plan to,1,14,3,2,4,3,2,3,3,3,3,7,14,4,2,5,4,4,3,4,3,5,18,3,2,2,1,5,3,5,2,3,5,3.4285714286,4.7142857143,4.1666666667,4.1,4.0833333333,1.1666666667,4.8888888889,12,11,0,1,0,0,0,1,0,0,0,1,0,0,0,0
44,0,0,0,0,0,0,0,0,0,1,3,2,2,5,Active resolution,5,1,2,5,Not currently working but plan to,5,1,2,4,Not currently working but plan to,8,0,5,4,5,4,4,4,5,3,4,7,3,4,4,5,3,4,4,4,4,5,5,3,2,2,1,5,5,5,2,4,5,3.4285714286,4.7142857143,4.1666666667,4.1,4.0833333333,1.1666666667,4.8888888889,12,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0
44,0,0,0,0,1,0,0,0,0,0,1,2,1,4,Not currently working but plan to,2,3,1,3,Achieved and done,1,5,1,2,Achieved and maintaining,8,0,5,2,5,4,2,2,5,2,4,7,100,1,1,3,3,5,5,1,1,4,64,2,4,5,1,1,1,5,2,5,5,3.4285714286,4.7142857143,4.1666666667,4.1,4.0833333333,1.1666666667,4.8888888889,12,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1
45,,,,,,,,,,,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,1,2.5714285714,1.4285714286,2.3333333333,2.1,2.1666666667,3.4166666667,2.5555555556,10,12,,,,,,,,,,,,,,
46,1,0,0,0,0,0,0,0,0,0,4,4,5,4,Active resolution,4,4,5,5,Active resolution,4,4,5,4,Achieved and maintaining,1,73,2,2,2,1,2,3,2,2,2,2,64,2,2,2,1,2,4,2,1,2,86,2,4,3,1,1,1,4,2,1,1,3.7142857143,4,4.1666666667,3.95,3.8333333333,2.75,4.5555555556,9,30,0,1,0,0,0,1,0,0,0,0,0,0,0,1
47,1,0,0,0,0,0,0,1,0,0,4,5,5,5,Active resolution,4,5,3,2,,,,,,,2,14,1,1,3,4,4,5,1,5,4,,,,,,,,,,,,,2,,,,,,,2,1,2,3.1428571429,3.2857142857,3,3.15,3.1666666667,3.1666666667,3.3333333333,5,31,0,1,0,0,,,,,,,,,,
47,1,1,1,0,0,1,0,1,0,0,4,5,5,5,Not currently working but plan to,2,3,2,5,,,,,,,4,5,1,2,1,4,5,5,1,1,3,,,,,,,,,,,,,3,,,,,,,2,2,2,3.1428571429,3.2857142857,3,3.15,3.1666666667,3.1666666667,3.3333333333,5,31,1,0,0,0,,,,,,,,,,
48,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,2,4.7142857143,4.2857142857,3.6666666667,4.25,1.75,4.75,3.5555555556,12,38,,,,,,,,,,,,,,
48,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,2,4.7142857143,4.2857142857,3.6666666667,4.25,1.75,4.75,3.5555555556,12,38,,,,,,,,,,,,,,
49,0,1,0,0,0,1,0,0,0,0,4,1,2,5,Active resolution,3,3,2,5,,,,,,,2,9,1,4,1,4,1,1,1,2,3,,,,,,,,,,,,,1,,,,,,,1,1,1,2.8571428571,2.2857142857,2.3333333333,2.5,2.4166666667,3.5,3,4,28,0,1,0,0,,,,,,,,,,
50,1,0,0,0,0,0,0,0,0,0,5,5,4,4,Active resolution,5,5,5,4,Active resolution,4,4,4,5,Achieved and maintaining,2,70,1,1,1,2,5,5,1,2,1,2,54,1,1,1,2,5,5,1,1,2,93,2,4,5,1,2,2,5,1,1,3,4.7142857143,4.8571428571,4.3333333333,4.65,4.5,2,5,12,40,0,1,0,0,0,1,0,0,0,0,0,0,0,1
50,1,0,0,0,0,0,0,0,0,0,5,4,5,5,Active resolution,5,4,5,5,Active resolution,5,5,5,5,Not currently working but plan to,1,49,1,1,1,1,5,5,1,1,2,2,40,1,1,1,1,5,5,1,1,2,63,3,3,3,2,4,4,5,2,2,3,4.7142857143,4.8571428571,4.3333333333,4.65,4.5,2,5,12,40,0,1,0,0,0,1,0,0,0,1,0,0,0,0
50,1,0,0,0,0,0,0,0,0,0,4,5,5,5,Active resolution,5,5,5,5,Active resolution,5,5,5,5,Achieved and maintaining,1,100,1,1,1,1,5,5,1,1,1,2,91,1,1,1,1,5,5,1,1,1,100,3,5,5,1,1,1,5,2,3,3,4.7142857143,4.8571428571,4.3333333333,4.65,4.5,2,5,12,40,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51,0,1,0,0,0,0,0,0,0,1,5,5,4,4,Active resolution,3,5,3,3,Achieved and maintaining,5,5,5,1,Achieved and done,7,100,1,1,5,1,5,5,1,2,1,7,100,1,1,5,1,5,5,1,2,1,100,3,5,5,1,3,1,4,1,1,5,3,3.8571428571,3.3333333333,3.4,3.6666666667,3.0833333333,4.2222222222,12,37,0,1,0,0,0,0,0,0,1,0,0,0,0,1
51,0,0,1,0,0,0,0,0,0,0,5,5,4,4,Active resolution,4,4,4,4,Active resolution,5,4,3,5,Not currently working but plan to,1,23,1,1,2,2,2,5,1,1,1,7,1,1,2,5,2,1,2,1,1,2,0,2,1,1,3,5,5,5,1,2,5,3,3.8571428571,3.3333333333,3.4,3.6666666667,3.0833333333,4.2222222222,12,37,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51,0,0,1,0,1,0,0,0,0,0,5,5,4,2,Active resolution,5,4,5,3,Active resolution,5,5,5,5,Achieved and maintaining,1,60,1,1,1,3,2,3,1,2,1,1,29,1,1,1,5,3,1,1,4,2,85,2,5,4,1,3,3,5,2,3,5,3,3.8571428571,3.3333333333,3.4,3.6666666667,3.0833333333,4.2222222222,12,37,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51,1,1,0,0,0,0,0,0,0,0,5,5,2,5,Active resolution,4,4,3,5,Active resolution,4,3,2,5,Active resolution,3,6,1,1,2,5,5,3,1,2,3,4,0,1,1,3,5,5,5,1,5,4,0,2,1,1,3,5,5,5,1,4,5,3,3.8571428571,3.3333333333,3.4,3.6666666667,3.0833333333,4.2222222222,12,37,0,1,0,0,0,1,0,0,0,0,1,0,0,0
51,1,1,1,0,0,0,0,0,0,0,3,3,2,5,Active resolution,3,3,2,5,Active resolution,5,3,2,5,Active resolution,3,2,1,1,1,5,4,2,1,1,3,4,8,1,1,1,5,4,3,1,1,4,0,2,1,1,2,5,5,5,2,5,5,3,3.8571428571,3.3333333333,3.4,3.6666666667,3.0833333333,4.2222222222,12,37,0,1,0,0,0,1,0,0,0,0,1,0,0,0
52,1,1,0,0,0,0,0,0,0,0,4,3,3,5,Not currently working but plan to,4,5,3,5,Active resolution,5,5,4,5,,1,35,1,2,2,2,4,4,1,3,1,3,80,1,2,1,2,3,4,1,3,2,,1,,,,,,,1,1,2,3.7142857143,2.4285714286,3.5,3.2,2.5,4.0833333333,3.7777777778,10,30,1,0,0,0,0,1,0,0,0,,,,,
52,0,0,1,1,1,0,0,0,0,0,4,5,3,5,Active resolution,5,5,5,5,Active resolution,5,4,5,4,,4,100,1,1,2,1,5,5,1,1,1,2,48,1,1,3,2,5,5,1,2,2,,3,,,,,,,2,2,2,3.7142857143,2.4285714286,3.5,3.2,2.5,4.0833333333,3.7777777778,10,30,0,1,0,0,0,1,0,0,0,,,,,
53,0,0,1,0,0,0,0,0,0,0,5,5,5,5,Active resolution,4,4,3,4,Achieved and maintaining,5,5,5,5,Achieved and maintaining,4,21,4,2,4,4,4,5,4,2,1,5,60,4,4,4,4,5,4,4,2,1,54,2,3,2,2,3,2,3,1,1,3,2.5714285714,2.7142857143,3.1666666667,2.8,3.0833333333,3.1666666667,3.8888888889,10,21,0,1,0,0,0,0,0,0,1,0,0,0,0,1
53,0,0,0,1,0,0,0,0,0,0,5,5,5,5,"Thrown in the towel, not currently working dont plan to",4,3,2,2,Have not started working dont plan to,1,1,1,5,Have not started working dont plan to,5,11,4,1,3,4,2,4,4,2,1,7,8,5,5,5,5,5,5,5,5,5,0,2,1,1,4,2,2,1,2,2,3,2.5714285714,2.7142857143,3.1666666667,2.8,3.0833333333,3.1666666667,3.8888888889,10,21,0,0,0,1,0,0,0,1,0,0,0,0,1,0
53,0,0,0,1,0,0,0,0,0,0,5,3,4,5,Active resolution,3,3,2,3,Have not started working but plan to,2,3,2,4,Have not started working dont plan to,4,24,2,2,3,4,3,5,2,4,2,7,14,4,3,1,2,2,3,4,3,2,13,2,2,2,2,2,2,2,2,3,3,2.5714285714,2.7142857143,3.1666666667,2.8,3.0833333333,3.1666666667,3.8888888889,10,21,0,1,0,0,0,0,1,0,0,0,0,0,1,0
54,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,5,3.7142857143,3.8571428571,3.1666666667,3.6,2.8333333333,2.5833333333,4.3333333333,9,29,,,,,,,,,,,,,,
54,,,,,,,,,,,3,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,5,3.7142857143,3.8571428571,3.1666666667,3.6,2.8333333333,2.5833333333,4.3333333333,9,29,,,,,,,,,,,,,,
54,,,,,,,,,,,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,5,3.7142857143,3.8571428571,3.1666666667,3.6,2.8333333333,2.5833333333,4.3333333333,9,29,,,,,,,,,,,,,,
54,,,,,,,,,,,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,5,3.7142857143,3.8571428571,3.1666666667,3.6,2.8333333333,2.5833333333,4.3333333333,9,29,,,,,,,,,,,,,,
54,,,,,,,,,,,4,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,5,5,3.7142857143,3.8571428571,3.1666666667,3.6,2.8333333333,2.5833333333,4.3333333333,9,29,,,,,,,,,,,,,,
55,1,1,0,0,0,0,0,0,0,0,5,5,5,5,Have not started working but plan to,2,2,1,5,,,,,,,8,0,1,3,1,4,3,1,1,4,4,,,,,,,,,,,,,2,,,,,,,2,1,1,4,4,4,4,4,3.6666666667,4,12,29,0,0,1,0,,,,,,,,,,
56,1,0,0,0,0,0,0,0,0,0,5,5,4,3,,,,,,Not currently working but plan to,1,1,1,4,,,,,,,,,,,,,7,6,1,4,1,4,2,2,1,3,3,,3,,,,,,,,1,2,4.4285714286,3.8571428571,4.3333333333,4.2,4.5,2,4.6666666667,11,40,,,,,1,0,0,0,0,,,,,
56,0,0,1,0,1,0,0,0,0,0,5,5,3,2,,,,,,Achieved and maintaining,5,5,5,3,,,,,,,,,,,,,1,100,1,1,1,1,3,2,1,3,1,,2,,,,,,,,2,2,4.4285714286,3.8571428571,4.3333333333,4.2,4.5,2,4.6666666667,11,40,,,,,0,0,0,0,1,,,,,
57,0,0,0,0,1,1,0,1,1,0,4,4,5,4,Active resolution,4,4,4,4,,,,,,,2,57,2,2,2,4,2,3,2,4,2,,,,,,,,,,,,,3,,,,,,,1,1,2,3.2857142857,3.8571428571,3.3333333333,3.5,3.75,2.8333333333,4.1111111111,10,34,0,1,0,0,,,,,,,,,,
57,0,0,1,0,1,0,0,0,0,0,5,3,5,4,Active resolution,4,4,4,4,,,,,,,2,51,1,1,2,1,1,3,1,1,1,,,,,,,,,,,,,2,,,,,,,1,2,2,3.2857142857,3.8571428571,3.3333333333,3.5,3.75,2.8333333333,4.1111111111,10,34,0,1,0,0,,,,,,,,,,
58,1,1,0,0,0,0,0,0,0,0,4,4,3,4,Active resolution,5,4,4,4,,,,,,,1,23,4,1,3,3,3,3,4,3,1,,,,,,,,,,,,,1,,,,,,,1,1,1,2.5714285714,2.7142857143,3.1666666667,2.8,2.9166666667,3.0833333333,3.2222222222,7,21,0,1,0,0,,,,,,,,,,
59,0,1,1,0,0,0,0,0,0,0,5,4,4,5,Active resolution,4,4,4,4,Active resolution,4,4,3,4,Achieved and maintaining,3,17,2,2,1,4,3,3,2,2,3,5,52,1,2,1,4,3,3,1,3,4,65,2,3,3,4,5,5,5,2,1,2,2.8571428571,2.4285714286,3.3333333333,2.85,3.0833333333,3.25,3.4444444444,8,27,0,1,0,0,0,1,0,0,0,0,0,0,0,1
59,1,1,0,0,0,0,0,0,0,0,4,4,3,4,Active resolution,4,4,5,4,Not currently working but plan to,4,2,2,5,Not currently working but plan to,2,39,2,3,2,4,3,3,2,3,4,3,47,2,2,3,4,4,4,2,5,4,59,2,2,2,4,5,5,5,1,2,2,2.8571428571,2.4285714286,3.3333333333,2.85,3.0833333333,3.25,3.4444444444,8,27,0,1,0,0,1,0,0,0,0,1,0,0,0,0
60,1,0,0,0,0,0,0,0,0,0,5,5,3,3,Active resolution,4,5,4,3,Active resolution,4,4,3,3,Achieved and maintaining,1,39,4,4,3,3,4,3,4,3,4,3,60,4,3,3,3,3,4,4,3,4,80,2,4,4,3,3,4,4,2,1,5,3.4285714286,4.4285714286,4,3.95,3.0833333333,2.1666666667,4.1111111111,12,33,0,1,0,0,0,1,0,0,0,0,0,0,0,1
60,0,1,0,0,0,1,0,0,0,0,5,3,3,5,Active resolution,4,4,4,3,Active resolution,4,3,3,3,"Thrown in the towel, not currently working dont plan to",3,63,4,3,3,3,3,4,4,3,4,2,74,4,4,2,3,2,4,4,3,3,8,3,2,2,3,2,3,4,2,2,5,3.4285714286,4.4285714286,4,3.95,3.0833333333,2.1666666667,4.1111111111,12,33,0,1,0,0,0,1,0,0,0,0,0,0,1,0
60,0,0,1,0,0,0,0,0,0,0,5,3,3,5,Not currently working but plan to,2,2,3,3,"Thrown in the towel, not currently working dont plan to",2,1,2,3,Not currently working but plan to,6,15,3,4,4,5,2,3,3,3,3,3,27,2,2,1,4,3,2,2,2,2,2,2,2,2,3,5,5,4,2,3,5,3.4285714286,4.4285714286,4,3.95,3.0833333333,2.1666666667,4.1111111111,12,33,1,0,0,0,0,0,0,1,0,1,0,0,0,0
60,0,0,1,0,1,0,0,0,0,0,2,2,2,3,Active resolution,4,4,3,4,Achieved and maintaining,4,5,4,4,Achieved and maintaining,4,40,3,4,4,3,4,3,3,3,3,1,100,4,5,5,5,3,5,4,4,4,86,2,4,3,4,3,3,3,2,4,5,3.4285714286,4.4285714286,4,3.95,3.0833333333,2.1666666667,4.1111111111,12,33,0,1,0,0,0,0,0,0,1,0,0,0,0,1
60,0,1,0,0,0,0,1,1,0,0,3,3,3,2,Active resolution,5,5,5,3,Active resolution,4,4,3,4,"Thrown in the towel, not currently working dont plan to",4,65,4,4,5,3,4,3,4,4,4,3,66,4,5,3,3,4,4,4,4,4,46,2,3,2,4,3,3,3,,5,5,3.4285714286,4.4285714286,4,3.95,3.0833333333,2.1666666667,4.1111111111,12,33,0,1,0,0,0,1,0,0,0,0,0,0,1,0
61,1,1,0,0,0,1,0,0,0,0,4,4,4,5,Active resolution,4,4,3,5,Active resolution,4,2,3,5,Active resolution,1,25,2,2,2,4,4,3,2,3,2,3,8,4,2,4,5,5,3,4,4,5,9,2,1,2,1,3,5,4,2,1,2,2.4285714286,1.8571428571,2.5,2.25,2.1666666667,3.25,2.1111111111,6,16,0,1,0,0,0,1,0,0,0,0,1,0,0,0
61,1,0,0,0,0,1,0,0,0,0,3,3,3,4,Active resolution,3,2,3,4,Active resolution,3,3,3,3,Not currently working but plan to,1,4,2,4,2,5,4,4,2,2,4,3,15,3,4,5,5,2,1,3,3,5,23,2,3,3,1,1,2,3,2,2,2,2.4285714286,1.8571428571,2.5,2.25,2.1666666667,3.25,2.1111111111,6,16,0,1,0,0,0,1,0,0,0,1,0,0,0,0
62,1,1,0,0,0,0,0,0,1,0,4,4,4,4,Active resolution,4,4,4,2,Achieved and done,1,5,1,2,,2,67,2,3,2,2,4,2,2,2,2,7,100,2,2,3,2,2,2,2,2,2,,2,,,,,,,2,1,1,3.4285714286,3.7142857143,3,3.4,2.8333333333,2.6666666667,4,12,24,0,1,0,0,0,0,0,0,1,,,,,
63,0,0,1,0,0,0,0,0,0,0,4,4,4,4,Active resolution,5,5,5,4,Achieved and maintaining,5,5,1,5,Achieved and maintaining,3,36,1,2,4,2,3,3,1,3,1,7,100,1,1,5,1,1,1,1,5,1,95,3,4,5,1,3,3,5,1,1,2,3.7142857143,4.1428571429,3.5,3.8,3.75,3.75,4.7777777778,8,40,0,1,0,0,0,0,0,0,1,0,0,0,0,1
63,0,0,1,0,0,0,0,0,0,0,3,3,3,2,Have not started working but plan to,5,5,5,4,Achieved and done,5,5,1,1,Achieved and done,8,0,1,2,5,1,1,1,1,3,1,7,100,1,1,5,1,1,1,1,1,1,100,3,5,5,1,1,1,5,2,2,2,3.7142857143,4.1428571429,3.5,3.8,3.75,3.75,4.7777777778,8,40,0,0,1,0,0,0,0,0,1,0,0,0,0,1
64,1,0,0,0,0,0,0,0,0,0,5,5,5,3,Active resolution,5,5,5,3,Active resolution,4,4,4,3,Not currently working but plan to,1,51,1,2,1,3,1,1,1,2,2,1,40,1,2,1,2,1,3,1,1,2,21,3,3,3,2,2,2,4,2,1,2,4,3.8571428571,4,3.95,3.75,3.25,4.3333333333,12,35,0,1,0,0,0,1,0,0,0,1,0,0,0,0
64,1,0,0,0,0,0,0,0,0,0,5,5,5,4,Active resolution,4,4,4,3,Active resolution,4,5,4,1,Achieved and maintaining,1,39,1,2,1,2,1,1,1,1,2,1,94,1,1,1,1,1,3,1,1,1,96,2,5,5,1,1,1,5,,2,2,4,3.8571428571,4,3.95,3.75,3.25,4.3333333333,12,35,0,1,0,0,0,1,0,0,0,0,0,0,0,1
65,,,,,,,,,,,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,2,2.7142857143,2.4285714286,2.3333333333,2.5,3,4.1666666667,3,9,39,,,,,,,,,,,,,,
65,,,,,,,,,,,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,2,2.7142857143,2.4285714286,2.3333333333,2.5,3,4.1666666667,3,9,39,,,,,,,,,,,,,,
66,1,1,0,0,0,0,0,0,0,0,5,4,4,1,Active resolution,5,3,4,2,Active resolution,5,4,4,1,,2,62,1,1,1,1,3,1,1,1,1,2,60,1,1,1,1,1,4,1,1,1,,2,,,,,,,2,1,4,3.2857142857,4,3.8333333333,3.7,3.5,3.25,3.7777777778,10,23,0,1,0,0,0,1,0,0,0,,,,,
66,0,1,0,0,0,1,0,0,0,0,4,5,4,2,Not currently working but plan to,2,2,1,2,Active resolution,4,4,4,1,,4,16,1,1,1,1,3,1,1,3,1,3,68,1,1,1,1,1,1,1,2,1,,1,,,,,,,2,2,4,3.2857142857,4,3.8333333333,3.7,3.5,3.25,3.7777777778,10,23,1,0,0,0,0,1,0,0,0,,,,,
66,0,1,0,0,0,0,0,0,0,0,3,3,4,1,Active resolution,3,3,3,1,Active resolution,3,2,2,1,,2,45,1,3,1,1,1,1,1,1,1,3,54,1,1,1,1,1,1,1,1,1,,1,,,,,,,2,3,4,3.2857142857,4,3.8333333333,3.7,3.5,3.25,3.7777777778,10,23,0,1,0,0,0,1,0,0,0,,,,,
66,1,1,0,0,0,0,0,0,0,0,5,3,3,1,Active resolution,4,3,4,1,Active resolution,4,3,3,1,,3,36,1,1,1,1,1,1,1,1,1,2,41,1,1,1,1,1,1,1,1,1,,2,,,,,,,2,4,4,3.2857142857,4,3.8333333333,3.7,3.5,3.25,3.7777777778,10,23,0,1,0,0,0,1,0,0,0,,,,,
67,,,,,,,,,,,4,2,3,5,,,,,,,,,,,Not currently working but plan to,,,,,,,,,,,,,,,,,,,,,,,13,2,1,1,4,5,5,3,,1,1,4.7142857143,4.5714285714,4,4.45,3.25,3.25,4.25,11,39,,,,,,,,,,1,0,0,0,0
68,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,1,1.4285714286,1.5714285714,1.3333333333,1.45,1.3333333333,3.8333333333,2.3333333333,5,24,,,,,,,,,,,,,,
69,0,0,1,0,0,0,0,0,0,0,5,5,5,5,Not currently working but plan to,1,1,1,5,,,,,,Active resolution,8,3,1,5,1,5,5,1,1,1,5,,,,,,,,,,,,3,2,2,2,4,5,5,5,2,1,1,3,4.7142857143,2.6666666667,3.5,4.1666666667,2.8333333333,4.8888888889,11,11,1,0,0,0,,,,,,0,1,0,0,0
70,1,0,0,0,0,0,0,0,0,0,5,4,5,5,"Thrown in the towel, not currently working dont plan to",1,1,1,5,Active resolution,3,3,3,5,Active resolution,7,17,1,1,2,5,2,3,1,2,3,3,51,1,2,3,5,4,4,1,3,3,21,2,2,2,5,5,5,5,3,1,2,2.8571428571,3.4285714286,3,3.1,3,3.1666666667,3.5555555556,12,30,0,0,0,1,0,1,0,0,0,0,1,0,0,0
70,1,1,0,0,0,0,0,0,0,0,5,4,5,5,"Thrown in the towel, not currently working dont plan to",1,1,1,5,"Thrown in the towel, not currently working dont plan to",1,1,1,5,"Thrown in the towel, not currently working dont plan to",7,9,1,1,1,5,3,3,1,2,4,7,13,3,3,1,5,3,3,3,5,5,7,2,1,1,5,5,5,5,3,2,2,2.8571428571,3.4285714286,3,3.1,3,3.1666666667,3.5555555556,12,30,0,0,0,1,0,0,0,1,0,0,0,0,1,0
71,1,0,0,0,0,0,0,0,0,0,5,5,5,5,Active resolution,5,5,5,4,Active resolution,3,3,2,5,Not currently working but plan to,1,23,1,1,1,3,4,4,1,1,3,3,35,1,1,1,5,5,4,1,5,5,18,3,1,1,4,5,5,3,1,1,3,2.7142857143,3.2857142857,3.3333333333,3.1,2.25,4.75,2.4444444444,11,37,0,1,0,0,0,1,0,0,0,1,0,0,0,0
71,0,1,1,0,0,0,0,1,0,0,5,5,5,4,Active resolution,5,5,5,1,Achieved and done,1,5,1,1,Achieved and maintaining,3,86,1,1,5,4,5,4,1,1,1,7,100,1,1,4,1,5,5,1,1,1,100,3,5,5,1,1,1,5,3,2,3,2.7142857143,3.2857142857,3.3333333333,3.1,2.25,4.75,2.4444444444,11,37,0,1,0,0,0,0,0,0,1,0,0,0,0,1
71,0,0,0,0,0,0,0,1,0,0,3,4,2,4,Active resolution,5,5,5,4,Active resolution,5,5,5,5,Achieved and done,4,35,1,1,3,4,5,5,1,5,3,2,75,1,1,5,5,5,5,1,5,4,100,3,5,5,1,1,1,5,2,3,3,2.7142857143,3.2857142857,3.3333333333,3.1,2.25,4.75,2.4444444444,11,37,0,1,0,0,0,1,0,0,0,0,0,0,0,1
72,0,0,0,0,0,0,0,0,0,1,5,3,5,4,,,,,,Not currently working but plan to,2,1,1,4,Not currently working but plan to,,,,,,,,,,,,7,16,1,2,1,5,1,1,1,2,1,10,3,2,2,5,5,5,5,,1,1,3.8571428571,2.2857142857,2.6666666667,2.95,2.5,2.3333333333,3.5555555556,11,17,,,,,1,0,0,0,0,1,0,0,0,0
73,,,,,,,,,,,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,2,2.7142857143,2.4285714286,2.5,2.55,2.75,3.3333333333,2.8888888889,9,19,,,,,,,,,,,,,,
73,,,,,,,,,,,3,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,2,2.7142857143,2.4285714286,2.5,2.55,2.75,3.3333333333,2.8888888889,9,19,,,,,,,,,,,,,,
74,1,1,0,0,0,0,0,0,0,0,5,5,5,5,Not currently working but plan to,3,3,2,5,Active resolution,3,3,3,4,Active resolution,7,11,1,2,5,4,1,1,1,4,4,1,21,1,2,3,3,5,1,1,1,3,0,2,1,1,4,5,5,5,2,1,2,2.5714285714,3.8571428571,3.6666666667,3.35,3.0833333333,3.5,3.8888888889,11,31,1,0,0,0,0,1,0,0,0,0,1,0,0,0
74,1,1,1,0,0,0,0,0,0,0,5,5,5,5,Active resolution,5,5,5,5,Active resolution,5,4,5,5,Active resolution,1,66,1,1,5,5,5,1,1,5,5,1,64,1,1,3,4,3,3,1,5,3,2,1,1,1,1,1,5,5,2,2,2,2.5714285714,3.8571428571,3.6666666667,3.35,3.0833333333,3.5,3.8888888889,11,31,0,1,0,0,0,1,0,0,0,0,1,0,0,0
